imdb_title_id,weighted_average_vote,total_votes,mean_vote,median_vote,males_allages_avg_vote,females_allages_avg_vote,top1000_voters_rating
tt0028737,7.3,1034,8,8,7.2,7.6,6.5
tt0028739,6.6,1266,6.7,7,6.6,6.7,6.3
tt0028755,4.2,139,4.5,5,4.3,4.3,3.8
tt0028757,6.8,1640,7,7,6.9,6.8,6.6
tt0028761,6.4,192,6.6,7,6.5,6.3,6.6
tt0028764,5.3,152,5.2,5.5,5.3,5.1,5.3
tt0028767,6.3,1031,6.5,6,6.3,6.3,6
tt0028770,6.6,173,6.7,7,6.6,7.4,6.7
tt0028772,7.6,12308,7.7,8,7.6,7.7,7.3
tt0028773,7.3,5662,7.5,8,7.3,7.3,7
tt0028776,5.2,113,5.4,5,5,6.5,4.4
tt0028785,6.7,521,7.5,8,6.6,6.8,5.5
tt0028788,6.1,213,6.2,6,6,6.6,5.7
tt0028799,6.1,139,6.2,6,6.1,6,6.1
tt0028804,7.1,1695,7.1,7,7,7.2,6.6
tt0028806,6.6,195,6.6,7,6.5,6.6,6.2
tt0028807,6.2,165,6.5,6,6.1,6,5.9
tt0028808,6,115,5.6,6,5.9,6.5,5.7
tt0028816,7.6,2769,7.7,8,7.6,7.9,7.4
tt0028818,7.3,1515,7.4,7,7.3,7.7,6.6
tt0028827,6.6,652,6.7,7,6.6,7.1,6.5
tt0028829,6.6,503,6.7,7,6.6,6.6,6.5
tt0028836,5.9,155,6.1,6,5.8,6.4,5.5
tt0028842,6.6,1335,8,8,6.3,7.1,5.6
tt0028843,6.7,205,6.9,7,6.7,6.9,6.2
tt0028847,7.2,284,7.3,7,7.2,8,6.5
tt0028850,6.8,530,6.9,7,6.8,6.9,6.6
tt0028852,6.7,185,6.7,7,7,6.9,7.6
tt0028860,6.2,110,6.5,6,6.2,7.2,6
tt0028868,5.7,121,5.9,6,5.7,5.6,5.5
tt0028872,6.5,1526,6.7,7,6.5,6.7,6.3
tt0028873,7,323,7.3,7,6.8,7.4,6.4
tt0028874,6.2,329,7.1,7,6.1,6.4,5.9
tt0028880,6.4,169,6.7,7,6.3,6.3,6
tt0028882,6.4,305,6.5,6,6.3,6.3,6.4
tt0028887,6.2,125,6.3,6,6.2,5.9,5.5
tt0028891,6.2,283,6.1,6,6.2,5.7,6
tt0028905,7,106,7.2,7,7,6.6,6.4
tt0028907,6.1,139,6.3,6,6.1,5.7,6.1
tt0028934,5.8,117,5.8,6,6,6.4,5.8
tt0028939,6.5,169,6.7,7,6.5,6.7,5.7
tt0028941,5.9,180,6.2,6,5.9,5.6,5.4
tt0028944,7.5,4225,7.6,8,7.5,7.6,7.1
tt0028945,6.8,376,7,7,6.8,6.9,6.6
tt0028950,8.1,31620,8,8,8.1,8,7.6
tt0028953,6.9,509,6.9,7,6.9,7,6.6
tt0028955,6.8,498,6.8,7,6.9,6.9,6.3
tt0028958,6.3,460,6.5,6,6.3,6.2,6.3
tt0028959,6.7,118,6.8,7,6.9,6.7,6.9
tt0028966,7.3,470,7.4,7,7.4,7.4,6.1
tt0028974,6.1,450,6.3,6,6,6.3,6.1
tt0028980,7.3,337,7.5,8,7.3,7.1,6.5
tt0028988,7.3,3839,7.4,7,7.1,7.6,6.6
tt0028998,5.8,123,6.1,6,5.7,5.6,6.4
tt0029000,6.3,242,6.8,7,6.4,5.8,5.8
tt0029001,6.9,113,6.8,7,6.8,7.5,5.7
tt0029002,7.4,1334,7.6,8,7.2,7.7,6.9
tt0029004,6.9,101,6.8,7,7.1,8.3,5.6
tt0029006,5,195,4.8,5,5,4.9,4.5
tt0029009,5.6,103,5.6,6,5.9,5.1,5.7
tt0029010,6.4,588,6.6,7,6.3,6.7,6.2
tt0029012,6.3,100,6.4,6,6.2,6.3,6.1
tt0029019,5.6,129,6,6,5.7,5.7,5.2
tt0029020,7,113,6.9,7,6.8,7.9,5.8
tt0029028,5,265,5.3,5,5,5.3,4.9
tt0029030,7.2,2158,7.3,7,7.2,7.2,7
tt0029034,6.2,131,6,6,6.2,7,6
tt0029036,6.1,331,6.3,6,5.9,6.2,6.3
tt0029044,6.5,128,6.5,6,6.6,6.6,5.9
tt0029047,6.8,1963,6.9,7,6.8,6.9,6.6
tt0029050,7,412,7.2,7,6.8,7.1,6.6
tt0029056,6.3,346,6.3,6,6.2,6.8,6.1
tt0029058,7.5,1901,7.7,8,7.3,7.6,6.8
tt0029064,6.1,209,6.1,6,6,6.4,5.9
tt0029072,6.7,148,6.8,7,6.6,7.2,6.6
tt0029077,7.2,198,7.4,8,7.2,7.5,5.2
tt0029080,7.2,2698,7.4,7,7.2,7.2,6.9
tt0029081,6.3,977,6.4,6,6.3,6.3,6.1
tt0029082,6.4,287,6.6,6,6.3,6.8,5.8
tt0029087,6.8,1076,6.9,7,6.8,6.9,6.6
tt0029099,7.4,168,7.8,8,7.1,8.2,3.1
tt0029102,6.3,144,6.4,6,6.2,6.7,5.9
tt0029108,6.4,117,6.5,6,6.3,6.4,6.3
tt0029118,6.8,1237,6.9,7,6.7,7,6.9
tt0029119,6.4,179,6.5,7,6.5,6.4,6.4
tt0029120,6.5,1037,6.4,7,6.4,6.4,6.5
tt0029132,6.4,240,6.6,7,6.3,6.8,6.6
tt0029145,5.9,128,6.1,6,5.9,5.9,5.9
tt0029146,7.2,6478,7.2,7,7.2,7.1,7.1
tt0029157,6.1,257,6,6,6.2,5.7,6.1
tt0029158,5.4,240,5.5,6,5.5,5.3,5.4
tt0029159,6.1,138,6.2,6,5.9,6.6,6.1
tt0029162,7.7,11355,7.8,8,7.7,7.8,7.5
tt0029165,7.1,513,7.3,7,7,7.1,6.9
tt0029166,5.2,179,5.3,5,5.1,5.6,5.5
tt0029171,6.5,438,6.6,7,6.5,6.9,6.1
tt0029179,7.1,370,7.2,7,7,7.4,5.6
tt0029190,6.5,318,6.6,7,6.5,6.7,6.5
tt0029192,8.2,6594,8.1,8,8.2,8.3,7.4
tt0029193,6,122,6.1,6,5.7,5.7,5.6
tt0029196,5.9,119,6,6,5.8,5.8,5.6
tt0029201,7,1187,7.3,7,7,7.1,6.7
tt0029207,5.3,296,5.4,5,5.3,5.8,5.1
tt0029210,7.1,648,7.2,7,7,7.1,6
tt0029217,7.2,3071,7.4,7,7.1,7.5,6.9
tt0029218,6.3,105,6.5,6,6.5,6.1,6.1
tt0029222,7.3,910,7.7,8,7.1,7.6,6.3
tt0029231,5.7,100,5.8,6,5.8,5.8,5.4
tt0029238,6.1,103,6,6,6.1,5.7,5.8
tt0029263,6.3,201,6.4,6,6.4,5.9,6.5
tt0029267,5.4,118,5.6,6,5.4,4.4,4.8
tt0029277,5.9,140,6.3,6,5.9,5.8,5.7
tt0029283,6.3,213,6.3,6,6.4,6.3,6.5
tt0029284,7.4,8558,7.5,8,7.2,7.6,7
tt0029289,5.1,103,5.3,5,4.9,6.1,4.9
tt0029291,6.6,157,6.8,7,6.6,6.6,4.6
tt0029297,6.7,450,6.9,7,6.6,6.9,6.7
tt0029301,5.7,179,6.1,6,5.6,6.1,5.6
tt0029303,5.7,149,5.7,6,5.6,5.6,5.3
tt0029309,6.3,658,6.5,6,6.3,6.5,6.4
tt0029310,7.2,1983,7.3,7,7.1,7.6,6.6
tt0029314,7.8,1635,7.3,8,7.8,7.8,6.8
tt0029319,6.8,228,6.9,7,6.7,7.5,6.3
tt0029321,7.1,126,6.9,7,7.1,7.5,5.9
tt0029322,6.9,5563,7.3,7,6.9,7.1,6.7
tt0029328,5.7,113,6,6,5.7,5.6,5.3
tt0029334,5.8,164,5.9,6,5.8,6.2,5.9
tt0029335,7.5,1537,8,8,7.5,7.6,6.5
tt0029337,5.6,103,6,6,5.7,5.4,5.8
tt0029345,6.7,492,6.9,7,6.8,6.7,6.2
tt0029347,6.7,852,7,7,6.6,6.9,6.5
tt0029361,5.9,144,6.3,6,6,5.4,5.9
tt0029364,4.9,108,4.9,5,4.8,4.7,5
tt0029365,5.6,224,5.9,6,5.6,5.7,5.3
tt0029367,6.5,144,6.7,7,6.6,6,6.2
tt0029377,5.4,439,5.5,5,5.3,5.6,5
tt0029388,6,183,6.7,6,5.9,6.6,5.5
tt0029391,6.7,287,6.8,7,6.6,6.9,6
tt0029394,7.1,447,7.2,7,7,7.3,6.3
tt0029395,6.5,717,6.7,7,6.4,6.6,6.1
tt0029401,5.7,298,5.6,5,5.6,5.8,5.3
tt0029405,7.1,150,7.3,7,6.9,7.4,4.7
tt0029440,7.2,2205,7.3,7,7.2,7.3,6.9
tt0029442,7.7,3932,7.8,8,7.6,7.8,7.2
tt0029445,5.6,110,6.1,6,5.6,5.2,5.9
tt0029446,5.9,162,6,6,6,5.8,6.2
tt0029453,7.7,5811,7.4,8,7.7,7.7,7.2
tt0029454,6.3,971,6.4,6,6.3,6.5,5.9
tt0029467,5.8,198,5.8,6,5.7,6.1,5.5
tt0029482,5.6,135,5.7,6,5.2,6.5,4.5
tt0029486,6.5,158,6.6,7,6.5,6,5.6
tt0029491,6.5,133,6.8,7,6.3,6.4,5.9
tt0029499,6.2,414,6.4,7,6.1,6.3,5.9
tt0029501,5.1,153,5.4,5,5.2,5.3,5.3
tt0029505,7,134,6.6,7,6.9,6.7,5.6
tt0029508,6,168,6.1,6,5.8,6.6,5.8
tt0029511,6.6,1568,6.6,7,6.5,6.9,6.3
tt0029516,6.5,1364,6.7,7,6.5,6.6,6.4
tt0029517,5.8,126,5.9,6,5.7,5.9,5.6
tt0029526,5.5,231,5.7,6,5.4,6,5.3
tt0029527,5.9,135,5.9,6,5.7,6.5,5.8
tt0029529,6.4,343,6.7,7,6.4,6.5,6.5
tt0029539,7.1,644,7.3,7,6.9,7.5,6.7
tt0029541,5.5,359,5.5,5,5.6,5.3,4.9
tt0029542,4.9,311,5.1,5,4.8,5.3,5
tt0029546,7.5,6093,7.6,8,7.4,7.8,6.9
tt0029557,7.2,803,7.2,7,7.1,7.4,6.2
tt0029562,7.1,171,7.4,7,7.1,7,6.9
tt0029565,5.8,569,5.9,6,5.8,5.9,5.5
tt0029568,4.7,107,4.9,5,4.6,6,4.5
tt0029571,5.9,173,6.3,6,5.9,5.8,5.8
tt0029577,6.3,158,6.4,7,6.3,3.3,6.5
tt0029578,4.5,149,4.8,5,4.6,4.1,4.4
tt0029579,6.5,322,6.9,7,6.4,6.8,6.3
tt0029581,6.6,447,6.7,7,6.6,6.5,6.3
tt0029583,7.6,168735,7.6,8,7.6,7.7,7.9
tt0029584,6.4,144,6.5,6,6.4,6.4,6.1
tt0029588,6.3,690,6.5,6,6.2,6.7,5.9
tt0029593,6.9,615,6.9,7,6.9,6.9,6.7
tt0029602,5.6,122,6,6,5.7,5.7,5.7
tt0029603,6.1,138,6.4,6,6,6.6,6.2
tt0029604,7.7,7145,7.9,8,7.6,7.9,7.4
tt0029605,6.8,969,6.9,7,6.7,7.2,6.6
tt0029606,7.3,7957,7.6,8,7.3,7.4,6.9
tt0029608,7.4,4202,7.5,8,7.3,7.7,6.8
tt0029609,5.9,134,5.9,6,6,5.4,5.6
tt0029611,6.5,732,6.6,7,6.5,6.6,6.2
tt0029617,5.9,162,5.9,6,6,6.2,5.9
tt0029622,5.8,274,6,6,5.8,6.1,5.6
tt0029626,6.3,551,6.6,6,6.2,6.4,6.1
tt0029646,6.9,133,6.9,7,6.7,7.7,5.4
tt0029648,7,806,7.1,7,7,7.4,6.8
tt0029650,6.8,1202,7,7,6.5,7.1,6.4
tt0029654,6,150,6,6,6,5.9,5.9
tt0029655,5.5,138,5.6,6,5.5,5.3,5.3
tt0029656,6.4,302,6.4,6,6.4,6.1,6.3
tt0029658,7.2,1369,7.4,7,7.2,7.2,6.9
tt0029659,6.5,294,6.8,7,6.4,6.6,6.3
tt0029660,6.9,892,7,7,6.8,7.2,6.5
tt0029661,6.5,207,6.5,7,6.4,6.6,6.5
tt0029662,6.7,483,6.8,7,6.6,6.8,6.4
tt0029664,6.5,450,6.7,7,6.3,6.7,6.4
tt0029670,6.2,268,6.3,6,6.2,6.3,6.2
tt0029671,5.3,118,5.5,5,5.3,5.2,5
tt0029672,5.1,245,8.1,9,5.1,3.6,4
tt0029675,6.4,884,6.6,7,6.4,6.2,6.2
tt0029682,7.3,6288,7.5,8,7.2,7.6,7
tt0029685,7.1,475,7.3,8,6.8,7.6,6.4
tt0029694,5.6,146,5.8,6,5.6,6.6,5
tt0029695,6.8,1243,7.4,7,6.7,7.1,6.1
tt0029706,7.4,503,7.5,8,7.4,7.2,6.6
tt0029709,6,143,5.9,6,5.9,6.2,5.8
tt0029712,6,213,6.1,6,6.1,5.1,6.2
tt0029725,6.1,308,6.3,6,6.1,6.2,6.1
tt0029734,6.4,146,6.6,7,6.2,6.8,6.7
tt0029737,5.9,226,6.1,6,5.7,6,5.7
tt0029740,6.4,130,6.5,7,6.5,5.5,5.7
tt0029742,6.1,245,6.1,6,6.1,5.9,5.7
tt0029744,6.5,101,7.1,7,6.2,6.6,5.2
tt0029747,7.6,7154,7.7,8,7.6,7.6,7.2
tt0029750,6.1,103,6.2,6,6.1,6.1,5.9
tt0029751,7.1,1336,7.2,7,6.9,7.4,6.5
tt0029752,6.5,437,6.7,7,6.6,6,6.7
tt0029754,5.9,316,6.1,6,5.9,5.2,5.9
tt0029761,6.2,301,6.4,6,6.1,6.2,5.6
tt0029764,5.7,134,5.9,6,5.7,5.5,5.6
tt0029785,5.9,215,6.2,6,5.8,6,5.9
tt0029786,6.5,627,7.5,7,6.2,6.8,5.6
tt0029789,6.5,280,6.6,7,6.3,7,6.4
tt0029799,5.2,199,5.2,5,5.2,5.7,5
tt0029802,6.4,118,6.6,7,6.4,6.3,5.7
tt0029804,5.9,179,6.1,6,5.8,6.3,5.8
tt0029806,6.4,198,6.6,7,6.2,6.2,6.4
tt0029808,7.4,5105,7.4,7,7.4,7.3,7.1
tt0029811,6.9,7934,7.1,7,6.9,7.1,6.9
tt0029817,7,149,7.2,7,6.8,7.1,5.4
tt0029818,6.7,241,6.7,7,6.7,7.3,6.1
tt0029819,6.8,321,6.9,7,6.9,6.3,6.6
tt0029821,6.5,133,6.9,7,6.4,5.5,4.2
tt0029826,7.2,185,7.2,7,7.2,6.9,5.5
tt0029831,7,149,7.2,7,7,7.3,6.3
tt0029836,5.7,152,5.7,6,5.6,6.4,5.7
tt0029841,5.7,189,5.8,6,5.7,6.3,6.2
tt0029842,5.6,866,5.6,6,5.6,5.8,5.6
tt0029843,7.9,44692,8,8,7.9,7.8,7.9
tt0029844,7.1,1610,7.3,7,7.1,7.3,6.7
tt0029845,6.2,353,6.3,6,6.2,6.6,6.2
tt0029849,6.6,282,6.9,7,6.6,6.5,4.5
tt0029850,7.6,9830,7.7,8,7.6,7.5,7.3
tt0029852,6.9,1780,7.1,7,6.9,6.9,6.4
tt0029855,6.7,2267,6.9,7,6.8,6.6,6.6
tt0029861,6.8,349,6.9,7,6.5,7.3,6.1
tt0029864,7.1,2059,7,7,7.1,7.1,6.8
tt0029870,7.9,18693,7.9,8,7.9,7.9,7.7
tt0029872,5.7,208,5.8,6,5.6,5.9,5.8
tt0029884,6.7,346,6.8,7,6.6,7.1,6.5
tt0029892,6.5,121,6.5,7,6.4,7.2,6.4
tt0029894,6.5,305,6.5,7,6.5,6.7,6.1
tt0029895,6.9,109,6.9,7,6.7,7.8,5.9
tt0029899,6.7,463,6.7,7,6.6,6.7,6.5
tt0029906,6.1,175,6.3,6,5.9,6.5,5.5
tt0029912,6.4,812,6.5,7,6.4,6.5,6.4
tt0029915,6,186,6.2,6,6,6,5.6
tt0029918,5.9,112,6.2,6,5.7,7.7,5.6
tt0029923,7.6,3193,7.7,8,7.6,7.5,7.2
tt0029924,5.7,407,5.8,6,5.6,5.8,5.6
tt0029925,6,205,6.1,6,5.9,6.3,5.6
tt0029926,6.6,314,6.8,7,6.6,6.5,6.6
tt0029927,7,542,7.2,7,6.8,7.8,6.5
tt0029929,7.2,2935,7.3,7,7.2,7.4,6.8
tt0029940,6,524,6.2,6,5.9,6.1,6.3
tt0029941,5.9,137,6.1,6,5.8,6,5.8
tt0029942,7.3,4836,7.4,7,7.2,7.5,6.7
tt0029947,7.9,51908,7.9,8,7.8,8,7.6
tt0029949,6.1,420,6.4,7,6,6.1,6.3
tt0029950,6.6,580,6.7,7,6.6,6.8,6.5
tt0029951,6.1,415,6.1,6,6,6.6,5.7
tt0029952,6,431,6.2,6,6,6.4,5.9
tt0029957,7.6,6283,7.7,8,7.6,7.5,7.2
tt0029971,7.1,3039,7.2,7,6.9,7.3,6.4
tt0029976,7.1,103,6.8,7,6.8,8.9,5.9
tt0029982,6.3,155,6.5,6,6.4,5.6,6.1
tt0029984,6.9,1440,7.5,8,6.8,7.3,5.9
tt0029986,6.2,108,6.6,7,6.1,5.8,6.2
tt0029989,4.5,834,5.5,5,4.5,4.7,4.3
tt0029992,7.5,5556,7.6,8,7.4,7.7,7
tt0029995,7.1,1707,7.3,7,7.1,7.2,6.8
tt0030002,6.3,410,6.4,7,6.2,6.8,6.4
tt0030007,5.6,264,7,7,5.3,6.4,5.1
tt0030010,6.1,203,6.3,6,6.1,6,5.9
tt0030018,6.6,1114,6.8,7,6.5,7,6.3
tt0030019,5.8,228,6,6,5.7,5.9,6
tt0030022,6.1,186,6.2,6,6,6.2,6
tt0030026,6.6,975,7.1,7,6.6,6.5,6.4
tt0030031,6.7,338,6.9,7,6.7,6.9,6.7
tt0030037,6.6,131,6.7,7,6.5,7.1,6
tt0030044,7.5,2558,7.7,8,7.5,7.6,7.1
tt0030055,7.3,554,7.5,8,7.2,7.4,6.2
tt0030057,5.6,204,5.8,6,5.6,5.7,5.5
tt0030059,6.4,347,7.6,8,6.2,6.9,5.4
tt0030062,7.5,717,7.4,8,7.5,7.7,6.1
tt0030063,6.7,1133,6.9,7,6.6,6.9,6.3
tt0030066,5.6,247,5.9,6,5.5,5.9,5.7
tt0030074,5.8,137,5.9,6,5.8,5.6,6.1
tt0030079,6.4,320,6.4,6,6.2,6.7,6
tt0030082,6.4,738,6.6,7,6.4,6.4,6.4
tt0030089,5.5,291,5.6,5,5.4,5.7,5.3
tt0030090,6.4,128,7,7,6.3,7.3,6.3
tt0030092,6.5,366,6.9,7,6.3,7,6.2
tt0030100,7.1,197,7.2,7,7.1,7.3,6.6
tt0030108,6.4,475,6.7,7,6.1,6.9,5.7
tt0030120,6.6,409,6.8,7,6.7,6.7,6.7
tt0030127,7.5,1542,7.4,8,7.4,7.4,7.1
tt0030135,6.2,128,6.2,6,6,6.5,6
tt0030138,7,815,7.6,8,6.9,7.4,6.2
tt0030145,6.1,370,6.2,6,6,6,6
tt0030149,6.9,1592,7.1,7,6.9,7.2,6.5
tt0030150,6.1,612,6.2,6,6.1,6.3,6.1
tt0030151,6.5,926,6.6,7,6.4,6.7,6.4
tt0030161,6.5,127,6.6,7,6.4,7.6,5.9
tt0030168,5.7,125,5.8,6,5.7,7,5.4
tt0030171,5.9,196,6.2,6,5.8,5.7,5.8
tt0030181,6.5,132,6.4,7,6.2,6.8,6.1
tt0030182,6.4,369,6.8,7,6.2,7.1,6
tt0030183,5.8,282,5.7,6,5.7,6,5.4
tt0030184,5.9,161,6.1,6,5.8,6.1,5.4
tt0030185,6.8,334,6.9,7,6.8,8,6.9
tt0030188,5.2,136,5.8,6,5.3,5.2,5.6
tt0030190,5.9,257,6,6,5.9,5.7,5.9
tt0030191,5.8,330,5.9,6,5.8,6.1,5.9
tt0030192,6.2,390,6.4,6,6.2,6.2,6.3
tt0030194,5.3,333,5.7,5,5.2,5.2,5
tt0030202,6.6,968,6.9,7,6.5,6.9,6.1
tt0030214,6.8,465,6.9,7,6.9,6.8,6.5
tt0030216,6.1,611,6.3,6,5.9,6.2,5.6
tt0030220,5.9,156,6.1,6,5.9,5.8,5.6
tt0030224,6.8,109,6.6,7,6.7,8.2,5.7
tt0030225,5.5,107,5.7,6,5.3,5.9,5.6
tt0030226,6.6,107,7.2,7,6.6,6.4,6.5
tt0030231,5.9,180,6,6,5.8,6.8,5.6
tt0030239,6.2,157,6.5,6,6.2,5.7,6.2
tt0030240,6.1,153,6.3,6,6,6.5,5.8
tt0030241,7.8,13153,7.9,8,7.7,7.9,7.4
tt0030252,7.7,1997,7.8,8,7.7,8,6.9
tt0030254,6.8,322,6.8,7,6.8,7.2,6.9
tt0030256,5.6,201,5.7,6,5.6,5.5,5.2
tt0030257,6.2,104,6.2,6,6.2,7.1,5.9
tt0030261,6.8,135,6.7,7,6.6,7.1,6.6
tt0030265,7.1,714,7.4,7,7.1,6.8,6.7
tt0030273,5.7,327,5.7,6,5.6,5.8,5.4
tt0030277,5.4,266,5.5,5,5.4,4.7,5.3
tt0030279,6.2,111,6.4,6,6.1,6.4,5.7
tt0030283,6.9,136,7,7,6.9,5.5,6.4
tt0030287,7.5,10990,7.6,8,7.5,7.6,7.1
tt0030293,6.4,656,6.7,7,6.2,7,6.1
tt0030295,6.8,311,6.9,7,6.6,7.2,6.4
tt0030302,6.7,487,6.8,7,6.4,7,6.2
tt0030317,6.4,435,6.7,7,6.4,6.4,6.6
tt0030321,6.7,255,7,7,6.7,6.8,6.3
tt0030337,6.9,678,7,7,6.8,7.4,6.4
tt0030341,7.8,43754,7.9,8,7.8,8,7.7
tt0030348,6.9,179,6.9,7,7,6.8,5.9
tt0030350,5.7,141,5.9,6,5.9,5.1,6.2
tt0030353,5.4,143,5.7,6,5.2,5.7,5.8
tt0030359,6.2,289,6.3,6,6.3,6.5,6.1
tt0030368,6.6,513,6.8,7,6.4,7,5.9
tt0030371,6.6,722,6.8,7,6.5,6.7,6.4
tt0030378,6.5,124,6.6,7,6.5,6.7,6.3
tt0030382,6.7,168,7.4,8,6.6,6.9,5.3
tt0030384,6.6,314,6.8,7,6.5,6.6,6.4
tt0030386,6.8,1516,7,7,6.8,7,6.6
tt0030387,6.2,176,6.4,6,6,6.6,6
tt0030392,5.1,124,5.4,6,5.1,5.1,4.7
tt0030395,7.1,370,7.5,8,6.9,7.5,5.7
tt0030396,6.8,1912,7,7,6.7,7.1,6.5
tt0030400,6.1,357,6.4,6,5.9,6.3,6.1
tt0030409,6,104,6.2,6,6.1,5.5,6.4
tt0030410,7,354,7.2,7,6.9,7.2,6.2
tt0030412,6.1,457,6.1,6,5.9,6.3,5.7
tt0030413,6.5,934,6.5,7,6.5,6.4,6.4
tt0030418,7.4,2513,7.7,8,7.2,7.7,6.7
tt0030423,4.9,224,7.6,9,4.4,7,4.8
tt0030424,7.1,946,7.2,7,7.2,6.9,6.6
tt0030433,5.5,375,5.6,6,5.4,5.4,5.4
tt0030442,7.4,1419,7.5,8,7.3,7.4,6.5
tt0030457,7,179,7.2,7,7.1,6.3,7.3
tt0030464,6.4,180,6.7,7,6.1,7.1,6
tt0030469,6.6,597,6.6,7,6.6,7.1,6.5
tt0030470,6.9,574,6.9,7,6.8,7.1,6.8
tt0030473,6.3,849,6.3,6,6.1,6.8,6.1
tt0030479,6.6,325,7,7,6.5,6.7,6
tt0030481,6,146,6.3,6,5.8,6.4,5.8
tt0030483,6.9,658,6.9,7,6.9,7.4,6.7
tt0030485,5.5,301,5.5,5,5.6,5.5,5.1
tt0030491,6.9,753,7,7,6.8,7.4,6.3
tt0030500,6.3,276,6.4,6,6,6.8,5.9
tt0030517,6.9,911,7,7,6.8,6.9,6.5
tt0030518,6.6,211,6.8,7,6.5,7.4,6.4
tt0030535,6.7,304,6.7,7,6.7,6.8,6.5
tt0030545,6.1,340,6.1,6,6.1,6.1,6.3
tt0030550,6.2,270,6.3,6,6.1,7,5.9
tt0030554,7,368,7.1,7,6.9,7.2,6.3
tt0030558,7.2,101,7,7,7,8.4,6.2
tt0030563,6.2,213,6.3,6,6.3,5.8,5.7
tt0030586,7.5,226,7.5,8,7.1,7.9,3.5
tt0030593,6.9,155,7.1,7,6.8,6.8,6.6
tt0030625,6.2,225,6.7,7,6.3,6.7,6
tt0030628,5.7,115,6.1,6,5.8,5.9,5.7
tt0030631,6.6,143,7,7,6.5,7.5,6.2
tt0030637,7.8,7297,7.9,8,7.7,7.9,7.4
tt0030642,6.9,263,7,7,6.8,7.7,6
tt0030643,7.8,7553,7.4,8,7.8,7.7,7.3
tt0030650,6.1,432,6.1,6,6.1,6.3,6.1
tt0030652,7,625,7.2,7,6.8,7.3,6.3
tt0030655,5.9,110,6.1,6,5.8,7.2,5.7
tt0030657,7.1,1340,7.2,7,6.7,7.5,6.4
tt0030663,6,263,6.2,6,5.9,5.9,5.6
tt0030667,6.6,132,6.7,7,6.5,7,6.2
tt0030668,5.9,176,6.1,6,5.7,6.1,5.7
tt0030675,5.6,202,5.8,6,5.5,6,5.2
tt0030679,6.3,269,6.5,6,6.1,6.6,6.1
tt0030696,6.7,4484,6.8,7,6.7,6.9,6.6
tt0030706,6,115,6.3,6,6.1,5.6,5.8
tt0030708,6.8,140,7.2,7,6.8,7,5.6
tt0030709,6.3,771,6.5,7,6.3,6.4,6.1
tt0030714,6.4,302,6.3,6,6.4,6.6,6.1
tt0030722,7.4,625,7.5,8,7.4,7.4,5.9
tt0030725,4.5,177,4.4,5,4.6,3.4,4.9
tt0030727,6.2,333,7.2,7,5.9,6.4,5.5
tt0030732,6.5,135,6.7,7,6.1,7.2,6.2
tt0030734,5.3,142,5.6,5,5.2,5.7,5
tt0030741,6.1,176,6.3,6,6,6.2,5.8
tt0030743,6.4,762,6.2,7,6.4,6.3,6.1
tt0030744,7.1,1276,7.1,7,7,7.1,6.9
tt0030746,7,1059,7.2,7,6.9,7.2,6.4
tt0030752,6.7,176,6.8,7,6.6,7,6.2
tt0030754,5.8,298,5.8,6,5.8,5.3,5.8
tt0030755,6.9,1604,7.3,7,6.7,7.1,6.3
tt0030760,6.2,134,6.8,7,6.2,6.3,6.1
tt0030764,7.1,1732,7.2,7,7,7.1,6.6
tt0030774,7,101,7,7,6.7,7.2,7.1
tt0030775,6.9,358,6.9,7,6.8,7,7
tt0030779,7,104,7.2,8,6.6,8,4.9
tt0030781,6.2,107,6.3,6,5.8,6.8,5
tt0030783,5.1,224,5.3,5,5,5.1,5.3
tt0030786,6.9,166,7.1,7,6.9,7.2,6.4
tt0030793,6.4,134,6.5,6,6.3,6.2,6.3
tt0030808,6,154,6,6,6.1,5.7,5.7
tt0030811,6.7,666,6.8,7,6.7,6.6,6.7
tt0030812,7.1,107,7,7,6.8,7.7,5.8
tt0030817,6.3,523,6.8,7,6.1,6.6,5.9
tt0030820,4.8,383,5.1,5,4.9,4.6,4.8
tt0030824,6.7,1738,6.8,7,6.7,6.5,6.3
tt0030832,4.7,408,5.7,5,4.7,5.6,4.8
tt0030833,4.9,462,5.7,5,5,4.8,4.6
tt0030839,6,101,6.2,6,5.9,6.2,6
tt0030845,3.8,1433,4,3,3.8,4,3.7
tt0030846,5.8,155,5.9,6,5.7,6,5.8
tt0030848,6.9,1968,7,7,6.8,7,6.8
tt0030850,6.3,249,6.4,6,6.4,6.1,5.8
tt0030853,6.9,223,6.9,7,6.8,7.8,7.2
tt0030854,6.7,258,6.9,7,6.6,6.9,6.4
tt0030856,6.7,520,6.7,7,6.6,6.9,6.5
tt0030857,6.8,606,6.8,7,6.7,7,6.5
tt0030858,7.2,210,7.2,7,7.1,7.3,5.8
tt0030864,6.6,224,6.7,7,6.4,7.1,6.1
tt0030865,7.3,1529,7.3,7,7.3,7.3,7.2
tt0030867,6.6,373,6.7,7,6.3,7.1,6
tt0030879,6.7,1300,6.8,7,6.6,6.8,6.8
tt0030881,5.9,474,6,6,5.8,6.6,5.8
tt0030882,6.2,320,6.4,6,6.2,6.5,6.2
tt0030883,5.9,277,6.1,6,5.9,5.9,6
tt0030884,6.6,294,6.7,7,6.6,7.1,6.5
tt0030887,5.9,286,6,6,5.7,6.3,5.2
